Rk,Unnamed: 1,Salary,Team,Season
1,Gordon Hayward,"$28,500,000",CHO,2021
2,Terry Rozier,"$18,900,000",CHO,2021
3,Cody Zeller,"$15,415,730",CHO,2021
4,Nicolas Batum,"$8,856,969",CHO,2021
5,LaMelo Ball,"$7,839,960",CHO,2021
6,Malik Monk,"$5,345,687",CHO,2021
7,P.J. Washington,"$4,023,600",CHO,2021
8,Miles Bridges,"$3,934,320",CHO,2021
9,Bismack Biyombo,"$3,500,000",CHO,2021
10,Brad Wanamaker,"$2,250,000",CHO,2021
11,Devonte' Graham,"$1,663,861",CHO,2021
12,Caleb Martin,"$1,517,981",CHO,2021
13,Cody Martin,"$1,517,981",CHO,2021
14,Jalen McDaniels,"$1,517,981",CHO,2021
15,Vernon Carey,"$1,350,000",CHO,2021
16,Nick Richards,"$1,000,000",CHO,2021
17,Nate Darling,$0,CHO,2021
18,Grant Riller,$0,CHO,2021
