Rk,Unnamed: 1,Salary,Team,Season
1,LaMelo Ball,"$37,958,760",CHO,2026
2,Miles Bridges,"$25,000,000",CHO,2026
3,Josh Green,"$13,666,667",CHO,2026
4,Grant Williams,"$13,645,500",CHO,2026
5,Coby White,"$12,888,889",CHO,2026
6,Brandon Miller,"$11,968,800",CHO,2026
7,Mike Conley,"$10,774,038",CHO,2026
8,Kon Knueppel,"$10,015,680",CHO,2026
9,Pat Connaughton,"$9,423,869",CHO,2026
10,Tre Mann,"$8,000,000",CHO,2026
11,Tidjane SalaÃ¼n,"$7,863,240",CHO,2026
12,Malaki Branham,"$4,962,033",CHO,2026
13,Liam McNeeley,"$2,763,960",CHO,2026
14,Nick Smith Jr.,"$2,710,680",CHO,2026
15,Xavier Tillman Sr.,"$2,546,675",CHO,2026
16,Ryan Kalkbrenner,"$2,296,274",CHO,2026
17,Sion James,"$2,296,274",CHO,2026
18,Moussa DiabatÃ©,"$2,270,735",CHO,2026
19,Pat Connaughton,"$1,315,814",CHO,2026
