Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,33,49,33,49,-3.05,-0.03,-3.08,110.3,113.3,100.1,0.259,0.388,0.537,12.8,21.1,0.19,0.54,12.2,75.8,0.192,Crypto.com Arena,764631,LAL,2022
Lg Rank,23,8,22,22,22.0,18.0,22.0,23.0,21.0,4.0,8.0,19.0,15.0,23.0,25.0,19.0,21.0,14.0,22.0,14.0,,6,LAL,2022
