Rk,Unnamed: 1,Salary,Team,Season
1,Kawhi Leonard,"$49,205,800",LAC,2025
2,James Harden,"$33,653,846",LAC,2025
3,Norman Powell,"$19,241,379",LAC,2025
4,Bogdan BogdanoviÄ,"$17,260,000",LAC,2025
5,Ivica Zubac,"$11,743,210",LAC,2025
6,Derrick Jones,"$9,523,810",LAC,2025
7,Kris Dunn,"$5,168,000",LAC,2025
8,Drew Eubanks,"$5,000,000",LAC,2025
9,Nicolas Batum,"$4,668,000",LAC,2025
10,Amir Coffey,"$3,938,271",LAC,2025
11,MarJon Beauchamp,"$2,733,720",LAC,2025
12,Kobe Brown,"$2,533,920",LAC,2025
13,Patty Mills,"$2,087,519",LAC,2025
14,Cam Christie,"$1,157,153",LAC,2025
15,Jordan Miller,"$1,050,000",LAC,2025
16,Joshua Primo,"$1,000,000",LAC,2025
17,Ben Simmons,"$755,826",LAC,2025
18,Kai Jones,,LAC,2025
19,Trentyn Flowers,,LAC,2025
20,Jordan Miller,,LAC,2025
21,Patrick Baldwin,,LAC,2025
22,Seth Lundy,,LAC,2025
