Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,36,46,38,44,-0.99,0.15,-0.84,112.0,113.0,97.2,0.264,0.365,0.517,12.5,26.9,0.208,0.547,13.0,78.2,0.196,Smoothie King Center,635941,NOP,2022
Lg Rank,20,11,21,21,21.0,8.0,21.0,19.0,20.0,21.0,6.0,24.0,24.0,17.0,3.0,3.0,26.0,8.0,7.0,18.0,,24,NOP,2022
