Rk,Unnamed: 1,Salary,Team,Season
1,Khris Middleton,"$33,051,724",MIL,2021
2,Giannis Antetokounmpo,"$27,528,088",MIL,2021
3,Jrue Holiday,"$25,876,111",MIL,2021
4,Brook Lopez,"$12,697,675",MIL,2021
5,P.J. Tucker,"$7,969,537",MIL,2021
6,Pat Connaughton,"$4,938,273",MIL,2021
7,Bobby Portis,"$3,623,000",MIL,2021
8,Jon Leuer,"$3,169,348",MIL,2021
9,Donte DiVincenzo,"$3,044,160",MIL,2021
10,Bryn Forbes,"$2,337,145",MIL,2021
11,Larry Sanders,"$1,865,546",MIL,2021
12,Rodions Kurucs,"$1,780,152",MIL,2021
13,Thanasis Antetokounmpo,"$1,701,593",MIL,2021
14,Sam Merrill,"$898,310",MIL,2021
15,Jordan Nwora,"$898,310",MIL,2021
16,Jeff Teague,"$510,589",MIL,2021
17,Mamadi Diakite,"$160,173",MIL,2021
18,Elijah Bryant,"$24,611",MIL,2021
19,Justin Jackson,$0,MIL,2021
20,Axel Toupane,$0,MIL,2021
