G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,Team,Season
1,"Wed, Oct 20, 2021",10:00p,,Box Score,@,Phoenix Suns,W,,110,98,1,0,W 1,16074,2:09,,DEN,2022
2,"Fri, Oct 22, 2021",9:00p,,Box Score,,San Antonio Spurs,W,,102,96,2,0,W 2,19520,2:07,,DEN,2022
3,"Mon, Oct 25, 2021",9:00p,,Box Score,,Cleveland Cavaliers,L,,87,99,2,1,L 1,14221,2:06,,DEN,2022
4,"Tue, Oct 26, 2021",10:00p,,Box Score,@,Utah Jazz,L,,110,122,2,2,L 2,18306,2:28,,DEN,2022
5,"Fri, Oct 29, 2021",10:00p,,Box Score,,Dallas Mavericks,W,,106,75,3,2,W 1,18315,2:17,,DEN,2022
6,"Sat, Oct 30, 2021",9:00p,,Box Score,@,Minnesota Timberwolves,W,,93,91,4,2,W 2,17136,2:02,,DEN,2022
7,"Mon, Nov 1, 2021",8:00p,,Box Score,@,Memphis Grizzlies,L,,97,106,4,3,L 1,12683,2:02,,DEN,2022
8,"Wed, Nov 3, 2021",8:00p,,Box Score,@,Memphis Grizzlies,L,,106,108,4,4,L 2,12977,2:11,,DEN,2022
9,"Sat, Nov 6, 2021",5:00p,,Box Score,,Houston Rockets,W,,95,94,5,4,W 1,16046,2:09,,DEN,2022
10,"Mon, Nov 8, 2021",9:00p,,Box Score,,Miami Heat,W,,113,96,6,4,W 2,15577,2:26,,DEN,2022
11,"Wed, Nov 10, 2021",9:00p,,Box Score,,Indiana Pacers,W,,101,98,7,4,W 3,15232,2:14,,DEN,2022
12,"Fri, Nov 12, 2021",9:00p,,Box Score,,Atlanta Hawks,W,,105,96,8,4,W 4,16849,2:07,,DEN,2022
13,"Sun, Nov 14, 2021",8:00p,,Box Score,,Portland Trail Blazers,W,,124,95,9,4,W 5,14583,1:56,,DEN,2022
14,"Mon, Nov 15, 2021",8:00p,,Box Score,@,Dallas Mavericks,L,,101,111,9,5,L 1,19797,2:08,,DEN,2022
15,"Thu, Nov 18, 2021",9:00p,,Box Score,,Philadelphia 76ers,L,,89,103,9,6,L 2,14547,2:03,,DEN,2022
16,"Fri, Nov 19, 2021",9:00p,,Box Score,,Chicago Bulls,L,,108,114,9,7,L 3,19520,2:12,,DEN,2022
17,"Sun, Nov 21, 2021",8:00p,,Box Score,@,Phoenix Suns,L,,97,126,9,8,L 4,16072,2:14,,DEN,2022
18,"Tue, Nov 23, 2021",10:00p,,Box Score,@,Portland Trail Blazers,L,,100,119,9,9,L 5,17052,2:10,,DEN,2022
19,"Fri, Nov 26, 2021",9:00p,,Box Score,,Milwaukee Bucks,L,,109,120,9,10,L 6,19520,2:10,,DEN,2022
20,"Mon, Nov 29, 2021",7:30p,,Box Score,@,Miami Heat,W,,120,111,10,10,W 1,19600,2:04,,DEN,2022
21,"Wed, Dec 1, 2021",7:00p,,Box Score,@,Orlando Magic,L,,103,108,10,11,L 1,14191,2:13,,DEN,2022
22,"Sat, Dec 4, 2021",1:00p,,Box Score,@,New York Knicks,W,,113,99,11,11,W 1,18272,2:01,,DEN,2022
23,"Mon, Dec 6, 2021",8:00p,,Box Score,@,Chicago Bulls,L,,97,109,11,12,L 1,21236,2:08,,DEN,2022
24,"Wed, Dec 8, 2021",8:00p,,Box Score,@,New Orleans Pelicans,W,OT,120,114,12,12,W 1,15035,2:24,,DEN,2022
25,"Thu, Dec 9, 2021",8:30p,,Box Score,@,San Antonio Spurs,L,,111,123,12,13,L 1,12855,2:05,,DEN,2022
26,"Sat, Dec 11, 2021",8:30p,,Box Score,@,San Antonio Spurs,W,,127,112,13,13,W 1,14607,2:12,,DEN,2022
27,"Mon, Dec 13, 2021",9:00p,,Box Score,,Washington Wizards,W,,113,107,14,13,W 2,14632,2:14,,DEN,2022
28,"Wed, Dec 15, 2021",9:00p,,Box Score,,Minnesota Timberwolves,L,,107,124,14,14,L 1,15365,2:08,,DEN,2022
29,"Fri, Dec 17, 2021",7:30p,,Box Score,@,Atlanta Hawks,W,,133,115,15,14,W 1,16114,2:14,,DEN,2022
