G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,Team,Season
1,"Wed, Oct 20, 2021",9:00p,,Box Score,,Oklahoma City Thunder,W,,107,86,1,0,W 1,18306,2:04,,UTA,2022
2,"Fri, Oct 22, 2021",10:00p,,Box Score,@,Sacramento Kings,W,,110,101,2,0,W 2,17583,2:18,,UTA,2022
3,"Tue, Oct 26, 2021",10:00p,,Box Score,,Denver Nuggets,W,,122,110,3,0,W 3,18306,2:28,,UTA,2022
4,"Thu, Oct 28, 2021",8:00p,,Box Score,@,Houston Rockets,W,,122,91,4,0,W 4,15858,2:14,,UTA,2022
5,"Sat, Oct 30, 2021",8:00p,,Box Score,@,Chicago Bulls,L,,99,107,4,1,L 1,20668,2:17,,UTA,2022
6,"Sun, Oct 31, 2021",7:00p,,Box Score,@,Milwaukee Bucks,W,,107,95,5,1,W 1,17341,2:10,,UTA,2022
7,"Tue, Nov 2, 2021",9:00p,,Box Score,,Sacramento Kings,W,,119,113,6,1,W 2,18306,2:28,,UTA,2022
8,"Thu, Nov 4, 2021",7:30p,,Box Score,@,Atlanta Hawks,W,,116,98,7,1,W 3,16590,2:12,,UTA,2022
9,"Sat, Nov 6, 2021",7:30p,,Box Score,@,Miami Heat,L,,115,118,7,2,L 1,19600,2:16,,UTA,2022
10,"Sun, Nov 7, 2021",6:00p,,Box Score,@,Orlando Magic,L,,100,107,7,3,L 2,13386,2:10,,UTA,2022
11,"Tue, Nov 9, 2021",9:00p,,Box Score,,Atlanta Hawks,W,,110,98,8,3,W 1,18306,2:06,,UTA,2022
12,"Thu, Nov 11, 2021",9:00p,,Box Score,,Indiana Pacers,L,,100,111,8,4,L 1,18306,2:13,,UTA,2022
13,"Sat, Nov 13, 2021",5:00p,,Box Score,,Miami Heat,L,,105,111,8,5,L 2,18306,2:29,,UTA,2022
14,"Tue, Nov 16, 2021",10:00p,,Box Score,,Philadelphia 76ers,W,,120,85,9,5,W 1,18306,2:10,,UTA,2022
15,"Thu, Nov 18, 2021",9:00p,,Box Score,,Toronto Raptors,W,,119,103,10,5,W 2,18306,2:03,,UTA,2022
16,"Sat, Nov 20, 2021",10:00p,,Box Score,@,Sacramento Kings,W,,123,105,11,5,W 3,13180,2:20,,UTA,2022
