Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards,Team,Season
1.0,Lauri Markkanen,25.0,PF,66,66,2273,0,0,20,62,18,3.2,10.0,31,53,64,35,169,9,319,45,65,"MIP-1,AS",UTA,2023
2.0,Jordan Clarkson,30.0,SG,61,61,1988,25,68,7,0,0,0.2,2.6,97,49,52,11,99,6,662,25,52,,UTA,2023
3.0,Kelly Olynyk,31.0,C,68,68,1942,0,0,0,48,52,0.0,2.1,75,40,121,32,89,25,606,28,30,,UTA,2023
4.0,Walker Kessler,21.0,C,74,40,1703,0,0,0,0,100,2.8,6.8,13,12,119,24,70,1,180,23,34,ROY-3,UTA,2023
5.0,Malik Beasley,26.0,SG,55,13,1472,15,41,42,3,0,-3.3,-3.4,31,18,40,4,16,6,226,5,20,,UTA,2023
6.0,Talen Horton-Tucker,22.0,SG,65,20,1313,6,46,42,6,0,-0.4,1.0,60,24,50,19,78,10,584,21,45,,UTA,2023
7.0,Mike Conley,35.0,PG,43,42,1276,100,0,0,0,0,0.8,2.8,56,10,48,3,36,27,807,9,8,,UTA,2023
8.0,Jarred Vanderbilt,23.0,PF,52,41,1254,0,0,51,45,5,-2.5,-2.0,20,20,59,15,43,8,357,8,21,,UTA,2023
9.0,Ochai Agbaji,22.0,SG,59,22,1209,35,38,24,4,0,-0.5,0.9,15,8,65,9,32,3,159,4,20,,UTA,2023
10.0,Collin Sexton,24.0,PG,48,15,1145,74,26,0,0,0,-0.9,0.3,40,26,51,8,92,28,334,24,51,,UTA,2023
11.0,Rudy Gay,36.0,PF,56,0,816,0,0,23,57,20,3.1,5.3,17,9,38,3,22,2,140,3,2,,UTA,2023
12.0,Simone Fontecchio,27.0,SF,52,6,766,0,13,58,29,0,-13.2,-15.1,17,10,29,4,19,2,103,3,16,,UTA,2023
13.0,Kris Dunn,28.0,PG,22,3,568,97,3,0,0,0,-5.1,-4.7,21,7,33,3,30,1,300,9,16,,UTA,2023
14.0,Nickeil Alexander-Walker,24.0,SG,36,3,528,11,52,35,2,0,-2.3,-1.4,31,8,38,3,16,16,183,3,5,,UTA,2023
15.0,Udoka Azubuike,23.0,C,36,4,359,0,0,0,2,99,-11.2,-11.1,2,5,29,2,9,0,24,2,3,,UTA,2023
16.0,Juan Toscano-Anderson,29.0,SF,22,2,335,0,25,67,8,0,-8.9,-8.6,10,3,16,3,4,4,95,1,6,,UTA,2023
17.0,Damian Jones,27.0,C,19,0,301,0,0,0,11,89,-7.3,-6.7,3,2,21,7,5,2,27,1,5,,UTA,2023
18.0,Johnny Juzang,21.0,SG,18,0,232,1,76,23,1,0,-17.4,-17.4,0,2,7,1,2,1,18,0,2,,UTA,2023
19.0,Luka Å amaniÄ,23.0,PF,7,4,161,0,0,60,40,0,-0.8,0.4,6,1,9,2,7,0,33,1,3,,UTA,2023
20.0,Leandro Bolmaro,22.0,SF,14,0,68,0,0,91,9,0,-0.1,1.0,5,1,7,0,0,4,17,0,1,,UTA,2023
21.0,Micah Potter,24.0,PF,7,0,52,0,0,0,97,3,-1.7,-0.7,1,1,4,0,0,1,9,0,0,,UTA,2023
22.0,Jarrell Brantley,26.0,PF,4,0,39,0,13,54,33,0,17.8,19.1,1,1,2,0,1,0,7,0,0,,UTA,2023
23.0,Frank Jackson,24.0,PG,1,0,5,100,0,0,0,0,-37.5,-36.4,0,0,0,0,0,0,2,0,0,,UTA,2023
,Team Totals,,,82,82,19805,20,20,20,20,20,-1.1,1.0,552,310,902,188,839,156,5192,215,405,,UTA,2023
