Rk,Unnamed: 1,Salary,Team,Season
1,Julius Randle,"$18,900,000",NYK,2021
2,RJ Barrett,"$8,231,760",NYK,2021
3,Derrick Rose,"$7,682,926",NYK,2021
4,Joakim Noah,"$6,431,667",NYK,2021
5,Frank Ntilikina,"$6,176,578",NYK,2021
6,Alec Burks,"$6,000,000",NYK,2021
7,Elfrid Payton,"$5,767,000",NYK,2021
8,Nerlens Noel,"$5,000,000",NYK,2021
9,Obi Toppin,"$4,862,040",NYK,2021
10,Kevin Knox,"$4,588,680",NYK,2021
11,Reggie Bullock,"$4,200,000",NYK,2021
12,Terrance Ferguson,"$3,944,013",NYK,2021
13,Luca Vildoza,"$3,500,000",NYK,2021
14,Vincent Poirier,"$2,619,207",NYK,2021
15,Taj Gibson,"$2,442,968",NYK,2021
16,Immanuel Quickley,"$2,105,520",NYK,2021
17,Jacob Evans,"$2,017,320",NYK,2021
18,Omari Spellman,"$1,988,280",NYK,2021
19,Mitchell Robinson,"$1,663,861",NYK,2021
20,Wayne Ellington,"$1,000,000",NYK,2021
21,Norvel Pelle,"$698,040",NYK,2021
22,John Henson,"$110,998",NYK,2021
23,Jared Harper,"$99,020",NYK,2021
24,Tyler Hall,"$25,000",NYK,2021
25,Andrew White,"$25,000",NYK,2021
26,Theo Pinson,$0,NYK,2021
27,Myles Powell,$0,NYK,2021
