Rk,Unnamed: 1,Salary,Team,Season
1,Giannis Antetokounmpo,"$39,344,970",MIL,2022
2,Khris Middleton,"$35,500,000",MIL,2022
3,Jrue Holiday,"$30,133,333",MIL,2022
4,Brook Lopez,"$13,302,325",MIL,2022
5,Serge Ibaka,"$9,720,900",MIL,2022
6,Pat Connaughton,"$5,333,333",MIL,2022
7,Bobby Portis,"$4,347,600",MIL,2022
8,Grayson Allen,"$4,054,695",MIL,2022
9,George Hill,"$4,000,000",MIL,2022
10,Jon Leuer,"$3,169,347",MIL,2022
11,Wesley Matthews,"$1,958,501",MIL,2022
12,Larry Sanders,"$1,865,547",MIL,2022
13,Thanasis Antetokounmpo,"$1,729,217",MIL,2022
14,Jordan Nwora,"$1,517,981",MIL,2022
15,DeMarcus Cousins,"$607,285",MIL,2022
16,DeAndre' Bembry,"$601,867",MIL,2022
17,Georgios Kalaitzakis,"$462,629",MIL,2022
18,Jevon Carter,"$457,149",MIL,2022
19,Greg Monroe,"$138,019",MIL,2022
20,Langston Galloway,"$128,709",MIL,2022
21,Luke Kornet,"$102,831",MIL,2022
22,Jeff Dowtin,"$53,176",MIL,2022
23,Javin DeLaurier,"$53,176",MIL,2022
24,Luca Vildoza,"$42,789",MIL,2022
25,Rayjon Tucker,"$28,779",MIL,2022
26,Sandro Mamukelashvili,$0,MIL,2022
27,Justin Robinson,$0,MIL,2022
28,Javonte Smart,$0,MIL,2022
29,Lindell Wigginton,$0,MIL,2022
