Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,44,38,43,39,0.78,0.04,0.82,113.6,112.8,99.0,0.246,0.359,0.54,12.5,23.9,0.198,0.521,11.7,75.1,0.201,Barclays Center,711539,BRK,2022
Lg Rank,14,16,15,15,15.0,14.0,15.0,11.0,19.0,11.0,18.0,25.0,11.0,19.0,10.0,12.0,9.0,25.0,25.0,23.0,,12,BRK,2022
