Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,47,35,46,36,2.02,-0.55,1.48,113.4,111.3,96.9,0.287,0.369,0.541,13.3,25.3,0.218,0.543,13.8,78.1,0.206,Kia Center,773939,ORL,2024
Lg Rank,12,16,15,15,15.0,28.0,16.0,22.0,2.0,25.0,1.0,25.0,15.0,25.0,7.0,2.0,14.0,1.0,3.0,24.0,,12,ORL,2024
