Rk,Unnamed: 1,Salary,Team,Season
1,Jimmy Butler,"$37,653,300",MIA,2023
2,Bam Adebayo,"$30,351,780",MIA,2023
3,Kyle Lowry,"$28,333,334",MIA,2023
4,Duncan Robinson,"$16,902,000",MIA,2023
5,Victor Oladipo,"$8,750,000",MIA,2023
6,Caleb Martin,"$6,479,000",MIA,2023
7,Tyler Herro,"$5,722,116",MIA,2023
8,Kevin Love,"$3,114,138",MIA,2023
9,Nikola JoviÄ,"$2,239,920",MIA,2023
10,Udonis Haslem,"$1,836,090",MIA,2023
11,Gabe Vincent,"$1,815,677",MIA,2023
12,Max Strus,"$1,815,677",MIA,2023
13,Haywood Highsmith,"$1,752,638",MIA,2023
14,Omer Yurtseven,"$1,752,638",MIA,2023
15,Cody Zeller,"$517,060",MIA,2023
16,Jamaree Bouyea,"$58,493",MIA,2023
17,Marcus Garrett,,MIA,2023
18,Jamal Cain,,MIA,2023
19,Dru Smith,,MIA,2023
20,Orlando Robinson,,MIA,2023
21,Dru Smith,,MIA,2023
22,Orlando Robinson,,MIA,2023
