Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,22,60,21,61,-8.0,0.33,-7.67,104.5,112.5,99.2,0.223,0.417,0.503,13.0,19.8,0.175,0.532,11.7,77.2,0.196,Amway Center,622881,ORL,2022
Lg Rank,29,2,27,27,27.0,2.0,27.0,30.0,17.0,10.0,28.0,13.0,28.0,24.0,30.0,27.0,15.0,23.0,12.0,17.0,,25,ORL,2022
