Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,25,57,27,55,-6.01,0.18,-5.83,112.9,118.8,101.3,0.251,0.436,0.533,13.0,24.7,0.199,0.562,13.3,70.9,0.203,FedExForum,632000,MEM,2026
Lg Rank,25,6,24,24,24.0,9.0,24.0,25.0,24.0,7.0,21.0,10.0,24.0,18.0,19.0,19.0,26.0,9.0,29.0,14.0,,30,MEM,2026
