No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College,Team,Season
8,Grayson Allen,SG,6-3,198,"October 8, 1995",us US,6,Duke,PHO,2025
3,Bradley Beal,SG,6-4,207,"June 28, 1993",us US,12,Florida,PHO,2025
11,Bol Bol,PF,7-3,220,"November 16, 1999",sd SD,5,Oregon,PHO,2025
1,Devin Booker,SG,6-5,206,"October 30, 1996",us US,9,Kentucky,PHO,2025
15,Jalen Bridges,SF,6-7,225,"May 14, 2001",us US,R,"West Virginia, Baylor",PHO,2025
0,Ryan Dunn,SF,6-7,216,"January 7, 2003",us US,R,Virginia,PHO,2025
35,Kevin Durant,PF,6-11,240,"September 29, 1988",us US,16,Texas,PHO,2025
12,Collin Gillespie,PG,6-1,195,"June 25, 1999",us US,1,Villanova,PHO,2025
4,Oso Ighodaro,PF,6-11,235,"July 14, 2002",us US,R,Marquette,PHO,2025
21,Tyus Jones,PG,6-0,196,"May 10, 1996",us US,9,Duke,PHO,2025
10,Damion Lee,SG,6-6,210,"October 21, 1992",us US,6,"Drexel, Louisville",PHO,2025
17,Cody Martin,SF,6-6,205,"September 28, 1995",us US,5,"NC State, Nevada",PHO,2025
18,Vasilije MiciÄ,PG,6-3,188,"January 13, 1994",rs RS,1,,PHO,2025
23,Monte Morris,PG,6-2,183,"June 27, 1995",us US,7,Iowa State,PHO,2025
20,Jusuf NurkiÄ,C,6-11,290,"August 23, 1994",ba BA,10,,PHO,2025
0,Royce O'Neale,SF,6-6,226,"June 5, 1993",us US,7,"Denver, Baylor",PHO,2025
2,Josh Okogie,SG,6-4,213,"September 1, 1998",ng NG,6,Georgia Tech,PHO,2025
22,Mason Plumlee,C,7-0,254,"March 5, 1990",us US,11,Duke,PHO,2025
2,Nick Richards,C,6-11,245,"November 29, 1997",jm JM,4,Kentucky,PHO,2025
14,TyTy Washington Jr.,PG,6-3,195,"November 15, 2001",us US,2,Kentucky,PHO,2025
