No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College,Team,Season
4.0,Sion James,SG,6-5,220,"December 4, 2002",us US,R,"Tulane, Duke",CHO,2026
7.0,Kon Knueppel,SF,6-6,215,"August 3, 2005",us US,R,Duke,CHO,2026
0.0,Miles Bridges,PF,6-7,225,"March 21, 1998",us US,6,Michigan State,CHO,2026
14.0,Moussa DiabatÃ©,C,6-10,210,"January 21, 2002",fr FR,3,Michigan,CHO,2026
1.0,LaMelo Ball,PG,6-7,180,"August 22, 2001",us US,5,,CHO,2026
11.0,Ryan Kalkbrenner,C,7-1,256,"January 17, 2002",us US,R,Creighton,CHO,2026
24.0,Brandon Miller,SF,6-7,200,"November 22, 2002",us US,2,Alabama,CHO,2026
10.0,Josh Green,SG,6-6,200,"November 16, 2000",au AU,5,Arizona,CHO,2026
23.0,Tre Mann,PG,6-4,178,"February 3, 2001",us US,4,Florida,CHO,2026
21.0,Pat Connaughton,SG,6-5,209,"January 6, 1993",us US,10,Notre Dame,CHO,2026
31.0,Tidjane SalaÃ¼n,PF,6-10,207,"August 10, 2005",fr FR,1,,CHO,2026
2.0,Grant Williams,PF,6-7,236,"November 30, 1998",us US,6,Tennessee,CHO,2026
33.0,Liam McNeeley,SF,6-7,210,"October 10, 2005",us US,R,UConn,CHO,2026
3.0,Coby White,SG,6-4,195,"February 16, 2000",us US,6,UNC,CHO,2026
26.0,Xavier Tillman Sr.,C,6-8,245,"January 12, 1999",us US,5,Michigan State,CHO,2026
16.0,PJ Hall (TW),C,6-8,245,"February 21, 2002",us US,1,Clemson,CHO,2026
12.0,Antonio Reeves (TW),SG,6-5,205,"November 20, 2000",us US,1,"Illinois State, Kentucky",CHO,2026
,Tosan Evbuomwan (TW),SF,6-8,217,"February 16, 2001",gb GB,2,Princeton,CHO,2026
