Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,48,34,47,35,2.3,-0.15,2.16,114.5,112.1,97.8,0.244,0.416,0.556,13.2,21.9,0.194,0.537,11.7,78.3,0.188,Ball Arena,695262,DEN,2022
Lg Rank,10,20,12,12,11.0,24.0,12.0,6.0,15.0,19.0,20.0,14.0,1.0,26.0,20.0,17.0,20.0,26.0,6.0,12.0,,15,DEN,2022
