Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,21,61,20,62,-9.02,0.74,-8.29,108.3,117.5,97.2,0.228,0.37,0.503,13.4,27.5,0.181,0.558,12.8,74.0,0.216,Moda Center,751395,POR,2024
Lg Rank,27,3,29,29,27.0,1.0,27.0,29.0,23.0,21.0,23.0,24.0,30.0,26.0,3.0,20.0,24.0,7.0,27.0,27.0,,13,POR,2024
