Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,51,31,49,33,3.35,-0.14,3.22,115.1,111.8,99.9,0.257,0.43,0.546,11.9,23.0,0.199,0.536,11.6,78.6,0.165,Fiserv Forum,715581,MIL,2022
Lg Rank,6,23,8,8,7.0,23.0,7.0,3.0,14.0,7.0,9.0,6.0,6.0,10.0,15.0,10.0,19.0,27.0,3.0,2.0,,11,MIL,2022
