Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,60,22,60,22,8.16,-0.63,7.53,117.9,109.7,99.3,0.292,0.345,0.546,13.0,30.9,0.223,0.517,14.8,74.2,0.251,Little Caesars Arena,806422,DET,2026
Lg Rank,3,28,3,3,3.0,30.0,3.0,10.0,2.0,17.0,5.0,29.0,15.0,19.0,3.0,5.0,1.0,1.0,14.0,30.0,,4,DET,2026
