Rk,Unnamed: 1,Salary,Team,Season
1,Jayson Tatum,"$28,103,550",BOS,2022
2,Al Horford,"$27,000,000",BOS,2022
3,Jaylen Brown,"$24,830,357",BOS,2022
4,Derrick White,"$15,178,571",BOS,2022
5,Marcus Smart,"$13,839,285",BOS,2022
6,Daniel Theis,"$8,280,351",BOS,2022
7,Robert Williams,"$3,661,976",BOS,2022
8,Aaron Nesmith,"$3,631,200",BOS,2022
9,Grant Williams,"$2,617,800",BOS,2022
10,Payton Pritchard,"$2,137,440",BOS,2022
11,Jabari Parker,"$1,168,288",BOS,2022
12,Guerschon Yabusele,"$1,039,080",BOS,2022
13,Luke Kornet,"$606,702",BOS,2022
14,Nik Stauskas,"$423,536",BOS,2022
15,Malik Fitts,"$402,218",BOS,2022
16,Sam Hauser,"$313,737",BOS,2022
17,Kelan Martin,"$191,860",BOS,2022
18,C.J. Miles,"$151,821",BOS,2022
19,Al-Farouq Aminu,"$151,821",BOS,2022
20,Joe Johnson,"$151,821",BOS,2022
21,Juwan Morgan,"$115,116",BOS,2022
22,Justin Jackson,"$102,831",BOS,2022
23,Norvel Pelle,"$95,930",BOS,2022
24,Demetrius Jackson,"$92,857",BOS,2022
25,Matt Ryan,$0,BOS,2022
26,Brodric Thomas,$0,BOS,2022
