No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College,Team,Season
30,Ochai Agbaji,SG,6-5,215,"April 20, 2000",us US,1,Kansas,UTA,2024
21,Darius Bazley,PF,6-9,216,"June 12, 2000",us US,4,,UTA,2024
0,Jordan Clarkson,SG,6-5,194,"June 7, 1992",us US,9,"Tulsa, Missouri",UTA,2024
20,John Collins,PF,6-9,226,"September 23, 1997",us US,6,Wake Forest,UTA,2024
11,Kris Dunn,PG,6-3,205,"March 18, 1994",us US,7,Providence,UTA,2024
16,Simone Fontecchio,SF,6-7,209,"December 9, 1995",it IT,1,,UTA,2024
3,Keyonte George,PG,6-4,185,"November 8, 2003",us US,R,Baylor,UTA,2024
0,Taylor Hendricks,PF,6-9,215,"November 22, 2003",us US,R,Central Florida,UTA,2024
5,Talen Horton-Tucker,PG,6-4,234,"November 25, 2000",us US,4,Iowa State,UTA,2024
33,Johnny Juzang,SG,6-7,226,"March 17, 2001",us US,1,"Kentucky, UCLA",UTA,2024
24,Walker Kessler,C,7-2,245,"July 26, 2001",us US,1,"UNC, Auburn",UTA,2024
13,Kira Lewis Jr.,PG,6-1,170,"April 6, 2001",us US,3,Alabama,UTA,2024
34,Kenneth Lofton Jr.,PF,6-6,275,"August 14, 2002",us US,1,Louisiana Tech,UTA,2024
23,Lauri Markkanen,PF,7-1,240,"May 22, 1997",fi FI,6,Arizona,UTA,2024
41,Kelly Olynyk,C,7-0,240,"April 19, 1991",ca CA,10,Gonzaga,UTA,2024
25,Micah Potter,PF,6-9,248,"April 6, 1998",us US,2,"Ohio State, Wisconsin",UTA,2024
10,Jason Preston,PG,6-3,181,"August 10, 1999",us US,1,Ohio University,UTA,2024
19,Luka Å amaniÄ,PF,6-10,227,"January 9, 2000",hr HR,3,,UTA,2024
8,Brice Sensabaugh,SF,6-6,235,"October 30, 2003",us US,R,Ohio State,UTA,2024
2,Collin Sexton,SG,6-3,190,"January 4, 1999",us US,5,Alabama,UTA,2024
77,Omer Yurtseven,C,6-11,275,"June 19, 1998",uz UZ,2,"NC State, Georgetown",UTA,2024
