Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards,Team,Season
1.0,Evan Mobley,21.0,PF,79,79,2715,0,0,0,56,44,6.5,2.4,41,50,138,23,151,10,530,34,62,"DPOY-3,DEF1",CLE,2023
2.0,Darius Garland,23.0,PG,69,69,2447,97,3,0,0,0,7.9,5.9,95,55,58,11,123,40,1214,25,54,,CLE,2023
3.0,Donovan Mitchell,26.0,SG,68,68,2432,30,69,1,0,0,6.0,0.9,92,58,73,15,136,14,701,40,55,"MVP-6,CPOY-6,AS,NBA2",CLE,2023
4.0,Caris LeVert,28.0,SG,74,30,2237,2,60,38,1,0,4.7,-2.2,73,24,87,7,79,30,667,16,32,,CLE,2023
5.0,Jarrett Allen,24.0,C,68,68,2220,0,0,0,0,100,7.9,4.9,41,18,90,17,100,13,271,20,43,,CLE,2023
6.0,Isaac Okoro,22.0,SF,76,46,1652,0,21,73,6,0,6.1,0.7,14,11,68,4,56,10,199,15,16,,CLE,2023
7.0,Cedi Osman,27.0,SF,77,2,1548,0,5,56,39,0,7.1,2.3,21,16,54,6,44,26,276,12,22,,CLE,2023
8.0,Lamar Stevens,25.0,SF,62,25,1120,0,11,58,32,0,1.8,-5.4,6,11,45,2,26,6,82,5,29,,CLE,2023
9.0,Dean Wade,26.0,PF,44,13,891,0,0,33,62,5,7.1,1.8,10,4,44,0,13,8,96,4,7,,CLE,2023
10.0,Kevin Love,34.0,PF,41,3,821,0,0,1,93,6,3.5,-2.8,28,6,35,8,18,18,169,6,5,,CLE,2023
11.0,Ricky Rubio,32.0,PG,33,2,566,60,40,0,0,0,3.3,-2.7,22,3,22,0,14,15,281,2,12,,CLE,2023
12.0,Raul Neto,30.0,PG,48,1,505,100,0,0,0,0,2.7,-3.4,17,5,24,1,11,14,192,2,5,,CLE,2023
13.0,Robin Lopez,34.0,C,37,2,299,0,0,0,0,100,-9.3,-16.2,7,4,25,7,8,4,50,4,7,,CLE,2023
14.0,Mamadi Diakite,26.0,C,22,2,176,0,0,0,17,83,0.6,-5.3,3,2,16,3,1,1,19,0,3,,CLE,2023
15.0,Danny Green,35.0,SG,8,0,95,0,52,41,7,0,-7.2,-13.2,4,1,6,1,1,0,10,1,1,,CLE,2023
16.0,Isaiah Mobley,23.0,PF,12,0,84,0,0,35,46,19,18.3,12.9,0,0,5,1,2,1,8,0,2,,CLE,2023
17.0,Sam Merrill,26.0,SG,5,0,59,5,95,0,0,0,-3.4,-9.2,0,0,1,0,0,0,13,0,0,,CLE,2023
18.0,Dylan Windler,26.0,SF,3,0,10,0,0,60,40,0,-11.4,-17.2,1,0,0,0,0,0,2,0,0,,CLE,2023
,Team Totals,,,82,82,19877,20,20,20,20,20,5.7,0.9,475,268,791,106,783,210,4780,186,355,,CLE,2023
