Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards,Team,Season
1.0,Anthony Edwards,21.0,SG,79,79,2842,1,65,32,3,0,1.0,4.0,127,88,72,22,206,5,861,64,59,AS,MIN,2023
2.0,Jaden McDaniels,22.0,SF,79,79,2416,0,7,73,20,0,1.6,4.4,47,26,131,16,75,15,351,23,29,,MIN,2023
3.0,Rudy Gobert,30.0,C,70,70,2148,0,0,0,0,100,-0.3,-0.3,27,40,108,35,165,4,213,45,40,,MIN,2023
4.0,Kyle Anderson,29.0,PF,69,46,1957,0,0,8,90,2,1.9,4.0,54,21,63,10,67,16,780,16,19,,MIN,2023
5.0,D'Angelo Russell,26.0,PG,54,54,1778,98,2,0,0,0,-2.3,-3.9,104,26,48,8,61,15,774,12,17,,MIN,2023
6.0,Jaylen Nowell,23.0,SG,65,2,1252,15,61,22,1,0,-0.7,-0.8,38,14,54,5,51,14,311,18,38,,MIN,2023
7.0,Naz Reid,23.0,C,68,11,1251,0,0,0,16,84,-4.6,-6.6,34,21,120,17,61,9,186,19,33,,MIN,2023
8.0,Taurean Prince,28.0,PF,54,4,1192,0,2,45,52,0,1.3,2.2,33,15,69,8,38,23,196,13,14,,MIN,2023
9.0,Austin Rivers,30.0,SG,52,10,1016,35,63,2,0,0,-5.8,-7.6,10,6,49,1,20,16,184,5,13,,MIN,2023
10.0,Karl-Anthony Towns,27.0,PF,29,29,957,0,0,0,65,35,0.9,1.4,40,12,57,28,59,6,318,15,19,,MIN,2023
11.0,Mike Conley,35.0,PG,24,24,753,100,0,0,0,0,0.7,1.1,20,9,27,0,25,16,283,6,6,,MIN,2023
12.0,Jordan McLaughlin,26.0,PG,43,0,678,97,4,0,0,0,6.9,8.6,28,3,22,0,7,6,342,1,8,,MIN,2023
13.0,Nickeil Alexander-Walker,24.0,SG,23,0,356,13,71,16,1,0,-2.9,-3.0,7,1,21,0,9,7,79,3,8,,MIN,2023
14.0,Nathan Knight,25.0,C,38,0,291,0,0,0,53,47,-2.8,-2.8,4,9,24,5,30,0,34,5,7,,MIN,2023
15.0,Bryn Forbes,29.0,SG,25,0,268,56,44,0,0,0,-7.7,-8.1,4,3,11,0,8,1,42,2,5,,MIN,2023
16.0,Luka Garza,24.0,C,28,0,243,0,0,0,2,98,1.3,1.6,1,4,21,7,22,3,43,5,8,,MIN,2023
17.0,Matt Ryan,25.0,SF,22,0,181,0,18,64,17,1,5.7,6.2,1,1,6,0,2,0,25,0,4,,MIN,2023
18.0,Wendell Moore Jr.,21.0,SG,29,2,153,17,29,44,10,0,-12.7,-13.1,5,1,7,0,2,3,45,0,3,,MIN,2023
19.0,Josh Minott,20.0,SF,15,0,96,0,5,75,21,0,10.3,10.8,2,1,8,0,4,0,11,0,6,,MIN,2023
20.0,A.J. Lawson,22.0,SG,1,0,2,0,1,99,0,0,-90.0,-89.9,0,0,0,0,0,0,0,0,0,,MIN,2023
,Team Totals,,,82,82,19830,20,20,20,20,20,-0.2,0.6,586,301,918,162,912,159,5078,252,336,,MIN,2023
