G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,Team,Season
1,"Wed, Dec 23, 2020",10:00p,,Box Score,,Utah Jazz,L,,100,120,0,1,L 1,,2:03,,POR,2021
2,"Sat, Dec 26, 2020",10:00p,,Box Score,,Houston Rockets,W,OT,128,126,1,1,W 1,,2:37,,POR,2021
3,"Mon, Dec 28, 2020",10:00p,,Box Score,@,Los Angeles Lakers,W,,115,107,2,1,W 2,,2:14,,POR,2021
4,"Wed, Dec 30, 2020",10:00p,,Box Score,@,Los Angeles Clippers,L,,105,128,2,2,L 1,,2:06,,POR,2021
5,"Fri, Jan 1, 2021",10:30p,,Box Score,@,Golden State Warriors,W,,123,98,3,2,W 1,,2:15,,POR,2021
6,"Sun, Jan 3, 2021",8:30p,,Box Score,@,Golden State Warriors,L,,122,137,3,3,L 1,,2:22,,POR,2021
7,"Tue, Jan 5, 2021",10:30p,,Box Score,,Chicago Bulls,L,,108,111,3,4,L 2,,2:15,,POR,2021
8,"Thu, Jan 7, 2021",10:00p,,Box Score,,Minnesota Timberwolves,W,,135,117,4,4,W 1,,2:09,,POR,2021
9,"Sat, Jan 9, 2021",10:00p,,Box Score,@,Sacramento Kings,W,,125,99,5,4,W 2,,2:12,,POR,2021
10,"Mon, Jan 11, 2021",10:00p,,Box Score,,Toronto Raptors,W,,112,111,6,4,W 3,,2:06,,POR,2021
11,"Wed, Jan 13, 2021",10:00p,,Box Score,@,Sacramento Kings,W,,132,126,7,4,W 4,,2:15,,POR,2021
12,"Thu, Jan 14, 2021",10:00p,,Box Score,,Indiana Pacers,L,,87,111,7,5,L 1,,2:04,,POR,2021
13,"Sat, Jan 16, 2021",10:00p,,Box Score,,Atlanta Hawks,W,,112,106,8,5,W 1,,2:18,,POR,2021
14,"Mon, Jan 18, 2021",3:00p,,Box Score,,San Antonio Spurs,L,,104,125,8,6,L 1,,2:04,,POR,2021
15,"Sun, Jan 24, 2021",10:00p,,Box Score,,New York Knicks,W,,116,113,9,6,W 1,,2:20,,POR,2021
16,"Mon, Jan 25, 2021",10:00p,,Box Score,,Oklahoma City Thunder,L,,122,125,9,7,L 1,,2:17,,POR,2021
17,"Thu, Jan 28, 2021",7:30p,,Box Score,@,Houston Rockets,L,,101,104,9,8,L 2,3154,2:13,,POR,2021
18,"Sat, Jan 30, 2021",8:00p,,Box Score,@,Chicago Bulls,W,,123,122,10,8,W 1,,2:06,,POR,2021
19,"Mon, Feb 1, 2021",8:00p,,Box Score,@,Milwaukee Bucks,L,,106,134,10,9,L 1,,1:59,,POR,2021
20,"Tue, Feb 2, 2021",8:00p,,Box Score,@,Washington Wizards,W,,132,121,11,9,W 1,,2:11,,POR,2021
21,"Thu, Feb 4, 2021",8:00p,,Box Score,@,Philadelphia 76ers,W,,121,105,12,9,W 2,,2:12,,POR,2021
22,"Sat, Feb 6, 2021",1:00p,,Box Score,@,New York Knicks,L,,99,110,12,10,L 1,,2:09,,POR,2021
23,"Tue, Feb 9, 2021",10:00p,,Box Score,,Orlando Magic,W,,106,97,13,10,W 1,,2:05,,POR,2021
24,"Thu, Feb 11, 2021",10:00p,,Box Score,,Philadelphia 76ers,W,,118,114,14,10,W 2,,2:28,,POR,2021
25,"Fri, Feb 12, 2021",10:00p,,Box Score,,Cleveland Cavaliers,W,,129,110,15,10,W 3,,2:12,,POR,2021
26,"Sun, Feb 14, 2021",7:30p,,Box Score,@,Dallas Mavericks,W,,121,118,16,10,W 4,2211,2:30,,POR,2021
27,"Tue, Feb 16, 2021",8:00p,,Box Score,@,Oklahoma City Thunder,W,,115,104,17,10,W 5,,2:07,,POR,2021
28,"Wed, Feb 17, 2021",9:00p,,Box Score,@,New Orleans Pelicans,W,,126,124,18,10,W 6,1940,2:15,,POR,2021
29,"Sat, Feb 20, 2021",10:00p,,Box Score,,Washington Wizards,L,,111,118,18,11,L 1,,2:15,,POR,2021
30,"Mon, Feb 22, 2021",9:00p,,Box Score,@,Phoenix Suns,L,,100,132,18,12,L 2,3213,2:01,,POR,2021
31,"Tue, Feb 23, 2021",10:00p,,Box Score,@,Denver Nuggets,L,,106,111,18,13,L 3,,2:14,,POR,2021
32,"Fri, Feb 26, 2021",10:00p,,Box Score,@,Los Angeles Lakers,L,,93,102,18,14,L 4,,2:18,,POR,2021
33,"Mon, Mar 1, 2021",10:30p,,Box Score,,Charlotte Hornets,W,,123,111,19,14,W 1,,1:59,,POR,2021
34,"Wed, Mar 3, 2021",10:00p,,Box Score,,Golden State Warriors,W,,108,106,20,14,W 2,,2:13,,POR,2021
35,"Thu, Mar 4, 2021",10:00p,,Box Score,,Sacramento Kings,W,,123,119,21,14,W 3,,2:27,,POR,2021
36,"Thu, Mar 11, 2021",10:00p,,Box Score,,Phoenix Suns,L,,121,127,21,15,L 1,,2:06,,POR,2021
37,"Sat, Mar 13, 2021",8:00p,,Box Score,@,Minnesota Timberwolves,W,,125,121,22,15,W 1,,2:27,,POR,2021
38,"Sun, Mar 14, 2021",8:00p,,Box Score,@,Minnesota Timberwolves,L,,112,114,22,16,L 1,,2:23,,POR,2021
39,"Tue, Mar 16, 2021",10:00p,,Box Score,,New Orleans Pelicans,W,,125,124,23,16,W 1,,2:23,,POR,2021
40,"Thu, Mar 18, 2021",10:00p,,Box Score,,New Orleans Pelicans,W,,101,93,24,16,W 2,,2:14,,POR,2021
41,"Fri, Mar 19, 2021",10:00p,,Box Score,,Dallas Mavericks,W,,125,119,25,16,W 3,,2:07,,POR,2021
42,"Sun, Mar 21, 2021",10:00p,,Box Score,,Dallas Mavericks,L,,92,132,25,17,L 1,,2:04,,POR,2021
43,"Tue, Mar 23, 2021",10:00p,,Box Score,,Brooklyn Nets,L,,112,116,25,18,L 2,,2:18,,POR,2021
44,"Thu, Mar 25, 2021",7:30p,,Box Score,@,Miami Heat,W,,125,122,26,18,W 1,,2:18,,POR,2021
45,"Fri, Mar 26, 2021",8:00p,,Box Score,@,Orlando Magic,W,,112,105,27,18,W 2,3827,2:08,,POR,2021
46,"Sun, Mar 28, 2021",7:00p,,Box Score,@,Toronto Raptors,W,,122,117,28,18,W 3,2021,2:24,,POR,2021
47,"Wed, Mar 31, 2021",7:00p,,Box Score,@,Detroit Pistons,W,,124,101,29,18,W 4,750,2:14,,POR,2021
48,"Fri, Apr 2, 2021",10:00p,,Box Score,,Milwaukee Bucks,L,,109,127,29,19,L 1,,2:11,,POR,2021
49,"Sat, Apr 3, 2021",10:00p,,Box Score,,Oklahoma City Thunder,W,,133,85,30,19,W 1,,2:00,,POR,2021
50,"Tue, Apr 6, 2021",10:00p,,Box Score,@,Los Angeles Clippers,L,,116,133,30,20,L 1,,2:17,,POR,2021
51,"Thu, Apr 8, 2021",10:00p,,Box Score,@,Utah Jazz,L,,103,122,30,21,L 2,5546,2:15,,POR,2021
52,"Sat, Apr 10, 2021",10:00p,,Box Score,,Detroit Pistons,W,,118,103,31,21,W 1,,2:12,,POR,2021
53,"Sun, Apr 11, 2021",10:00p,,Box Score,,Miami Heat,L,,98,107,31,22,L 1,,2:05,,POR,2021
54,"Tue, Apr 13, 2021",10:00p,,Box Score,,Boston Celtics,L,,115,116,31,23,L 2,,2:23,,POR,2021
55,"Fri, Apr 16, 2021",8:30p,,Box Score,@,San Antonio Spurs,W,,107,106,32,23,W 1,4303,2:00,,POR,2021
56,"Sun, Apr 18, 2021",7:00p,,Box Score,@,Charlotte Hornets,L,,101,109,32,24,L 1,3880,2:10,,POR,2021
57,"Tue, Apr 20, 2021",10:00p,,Box Score,,Los Angeles Clippers,L,,112,113,32,25,L 2,,2:21,,POR,2021
58,"Wed, Apr 21, 2021",10:00p,,Box Score,,Denver Nuggets,L,,105,106,32,26,L 3,,2:03,,POR,2021
59,"Fri, Apr 23, 2021",10:00p,,Box Score,,Memphis Grizzlies,L,,128,130,32,27,L 4,,2:14,,POR,2021
60,"Sun, Apr 25, 2021",4:00p,,Box Score,,Memphis Grizzlies,L,,113,120,32,28,L 5,,2:20,,POR,2021
61,"Tue, Apr 27, 2021",7:00p,,Box Score,@,Indiana Pacers,W,,133,112,33,28,W 1,,2:08,,POR,2021
62,"Wed, Apr 28, 2021",9:00p,,Box Score,@,Memphis Grizzlies,W,,130,109,34,28,W 2,3427,2:12,,POR,2021
63,"Fri, Apr 30, 2021",8:00p,,Box Score,@,Brooklyn Nets,W,,128,109,35,28,W 3,1773,2:01,,POR,2021
64,"Sun, May 2, 2021",7:30p,,Box Score,@,Boston Celtics,W,,129,119,36,28,W 4,,2:18,,POR,2021
65,"Mon, May 3, 2021",8:00p,,Box Score,@,Atlanta Hawks,L,,114,123,36,29,L 1,3091,2:02,,POR,2021
66,"Wed, May 5, 2021",7:30p,,Box Score,@,Cleveland Cavaliers,W,,141,105,37,29,W 1,4148,2:03,,POR,2021
67,"Fri, May 7, 2021",10:00p,,Box Score,,Los Angeles Lakers,W,,106,101,38,29,W 2,,2:23,,POR,2021
68,"Sat, May 8, 2021",10:00p,,Box Score,,San Antonio Spurs,W,,124,102,39,29,W 3,1939,2:07,,POR,2021
69,"Mon, May 10, 2021",10:00p,,Box Score,,Houston Rockets,W,,140,129,40,29,W 4,1939,2:19,,POR,2021
70,"Wed, May 12, 2021",9:30p,,Box Score,@,Utah Jazz,W,,105,98,41,29,W 5,6506,2:11,,POR,2021
71,"Thu, May 13, 2021",10:00p,,Box Score,@,Phoenix Suns,L,,117,118,41,30,L 1,8359,2:19,,POR,2021
72,"Sun, May 16, 2021",9:00p,,Box Score,,Denver Nuggets,W,,132,116,42,30,W 1,1939,2:02,,POR,2021
