Rk,Unnamed: 1,Salary,Team,Season
1,Ben Simmons,"$37,893,408",BRK,2024
2,Cameron Johnson,"$25,679,348",BRK,2024
3,Mikal Bridges,"$21,700,000",BRK,2024
4,Dorian Finney-Smith,"$13,932,008",BRK,2024
5,Dennis Schr̦der,"$12,405,000",BRK,2024
6,Nic Claxton,"$9,625,000",BRK,2024
7,Thaddeus Young,"$8,000,000",BRK,2024
8,Noah Clowney,"$3,089,520",BRK,2024
9,Dariq Miller-Whitehead,"$2,966,040",BRK,2024
10,Keita Bates-Diop,"$2,346,614",BRK,2024
11,Cam Thomas,"$2,240,160",BRK,2024
12,Day'Ron Sharpe,"$2,210,040",BRK,2024
13,Dennis Smith,"$2,019,706",BRK,2024
14,Harry Giles,"$2,019,706",BRK,2024
15,Trendon Watford,"$2,019,706",BRK,2024
16,Lonnie Walker,"$2,019,706",BRK,2024
17,Jordan Goodwin,"$1,927,896",BRK,2024
18,Jalen Wilson,"$850,000",BRK,2024
19,Armoni Brooks,,BRK,2024
20,Jalen Wilson,,BRK,2024
21,Keon Johnson,,BRK,2024
22,Jaylen Martin,,BRK,2024
23,Jacob Gilyard,,BRK,2024
