Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards,Team,Season
1.0,Bam Adebayo,25.0,C,75,75,2598,0,0,0,0,100,1.7,5.4,60,46,83,50,194,10,587,37,49,"DPOY-5,AS,DEF2",MIA,2023
2.0,Tyler Herro,23.0,SG,67,67,2337,6,81,13,0,0,2.6,6.8,88,32,58,13,77,2,680,16,52,,MIA,2023
3.0,Max Strus,26.0,SF,80,33,2272,0,16,57,27,0,-4.1,-9.1,40,13,103,9,34,17,397,8,23,,MIA,2023
4.0,Jimmy Butler,33.0,PF,64,64,2138,0,0,15,83,3,1.4,3.5,54,24,32,10,245,12,835,61,53,"MVP-10,DPOY-12,CPOY-2,NBA2",MIA,2023
5.0,Caleb Martin,27.0,SF,71,49,2077,2,34,62,3,0,0.9,2.4,30,19,71,12,48,30,295,10,26,,MIA,2023
6.0,Gabe Vincent,26.0,PG,68,34,1759,82,19,0,0,0,-0.1,0.1,48,19,76,13,32,24,403,11,19,,MIA,2023
7.0,Kyle Lowry,36.0,PG,55,44,1718,100,0,0,0,0,1.3,2.7,70,16,69,4,56,29,656,18,24,,MIA,2023
8.0,Victor Oladipo,30.0,SG,42,2,1106,45,54,2,0,0,-1.5,-1.8,50,20,59,2,28,13,345,5,16,,MIA,2023
9.0,Haywood Highsmith,26.0,PF,54,11,969,0,0,26,72,2,-3.5,-4.4,24,6,47,2,11,6,111,1,10,,MIA,2023
10.0,Duncan Robinson,28.0,SF,42,1,691,1,6,55,38,0,-4.5,-5.2,20,1,48,4,10,7,106,4,5,,MIA,2023
11.0,Orlando Robinson,22.0,C,31,1,425,0,0,0,4,96,4.0,4.7,4,5,24,6,14,3,63,3,8,,MIA,2023
12.0,Kevin Love,34.0,PF,21,17,419,0,0,0,80,20,3.2,3.9,16,2,26,3,11,17,89,0,3,,MIA,2023
13.0,Dewayne Dedmon,33.0,C,30,0,350,0,0,0,0,100,-9.9,-10.7,3,4,33,7,20,3,37,6,14,,MIA,2023
14.0,Jamal Cain,23.0,PF,18,0,240,0,14,48,38,0,7.3,8.0,2,2,8,2,13,1,32,4,2,,MIA,2023
15.0,Cody Zeller,30.0,C,15,2,217,0,0,0,0,100,-11.9,-12.4,6,0,19,6,14,0,26,3,3,,MIA,2023
16.0,Nikola JoviÄ,19.0,PF,15,8,204,0,0,0,54,46,-3.4,-3.3,7,0,13,0,8,3,25,3,0,,MIA,2023
17.0,Omer Yurtseven,24.0,C,9,0,83,0,0,0,0,100,6.5,6.9,1,2,11,1,3,0,4,2,1,,MIA,2023
18.0,Udonis Haslem,42.0,C,7,1,71,0,0,0,29,71,-11.0,-11.1,0,1,7,0,2,5,0,1,0,,MIA,2023
19.0,Dru Smith,25.0,SG,5,1,67,76,24,0,0,0,-9.4,-9.4,0,0,7,0,0,1,11,0,0,,MIA,2023
20.0,Jamaree Bouyea,23.0,PG,4,0,65,100,0,0,0,0,-18.3,-18.3,0,2,2,1,1,0,8,0,1,,MIA,2023
,Team Totals,,,82,82,19806,20,20,20,20,20,-0.2,0.7,523,214,796,145,821,183,4710,193,309,,MIA,2023
