G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,Team,Season
1,"Wed, Dec 23, 2020",7:00p,,Box Score,@,Orlando Magic,L,,107,113,0,1,L 1,3396,2:11,,MIA,2021
2,"Fri, Dec 25, 2020",12:00p,,Box Score,,New Orleans Pelicans,W,,111,98,1,1,W 1,,2:28,,MIA,2021
3,"Tue, Dec 29, 2020",7:30p,,Box Score,,Milwaukee Bucks,L,,97,144,1,2,L 1,,2:09,,MIA,2021
4,"Wed, Dec 30, 2020",7:30p,,Box Score,,Milwaukee Bucks,W,,119,108,2,2,W 1,,2:11,,MIA,2021
5,"Fri, Jan 1, 2021",7:00p,,Box Score,@,Dallas Mavericks,L,,83,93,2,3,L 1,,2:12,,MIA,2021
6,"Mon, Jan 4, 2021",7:30p,,Box Score,,Oklahoma City Thunder,W,,118,90,3,3,W 1,,2:06,,MIA,2021
7,"Wed, Jan 6, 2021",7:30p,,Box Score,,Boston Celtics,L,,105,107,3,4,L 1,,2:20,,MIA,2021
8,"Sat, Jan 9, 2021",7:00p,,Box Score,@,Washington Wizards,W,,128,124,4,4,W 1,,2:15,,MIA,2021
9,"Tue, Jan 12, 2021",7:00p,,Box Score,@,Philadelphia 76ers,L,OT,134,137,4,5,L 1,,2:40,,MIA,2021
10,"Thu, Jan 14, 2021",7:00p,,Box Score,@,Philadelphia 76ers,L,,108,125,4,6,L 2,,2:14,,MIA,2021
11,"Sat, Jan 16, 2021",8:00p,,Box Score,,Detroit Pistons,L,,100,120,4,7,L 3,,2:20,,MIA,2021
12,"Mon, Jan 18, 2021",8:00p,,Box Score,,Detroit Pistons,W,,113,107,5,7,W 1,,2:25,,MIA,2021
13,"Wed, Jan 20, 2021",7:30p,,Box Score,@,Toronto Raptors,W,,111,102,6,7,W 2,,2:13,,MIA,2021
14,"Fri, Jan 22, 2021",7:30p,,Box Score,@,Toronto Raptors,L,,81,101,6,8,L 1,,2:01,,MIA,2021
15,"Sat, Jan 23, 2021",8:00p,,Box Score,@,Brooklyn Nets,L,,124,128,6,9,L 2,,2:25,,MIA,2021
16,"Mon, Jan 25, 2021",7:30p,,Box Score,@,Brooklyn Nets,L,,85,98,6,10,L 3,,2:08,,MIA,2021
17,"Wed, Jan 27, 2021",7:30p,,Box Score,,Denver Nuggets,L,,82,109,6,11,L 4,,2:02,,MIA,2021
18,"Thu, Jan 28, 2021",8:00p,,Box Score,,Los Angeles Clippers,L,,105,109,6,12,L 5,,2:14,,MIA,2021
19,"Sat, Jan 30, 2021",8:00p,,Box Score,,Sacramento Kings,W,,105,104,7,12,W 1,,2:13,,MIA,2021
20,"Mon, Feb 1, 2021",7:30p,,Box Score,,Charlotte Hornets,L,OT,121,129,7,13,L 1,,2:34,,MIA,2021
21,"Wed, Feb 3, 2021",8:00p,,Box Score,,Washington Wizards,L,,100,103,7,14,L 2,,2:10,,MIA,2021
22,"Fri, Feb 5, 2021",8:00p,,Box Score,,Washington Wizards,W,,122,95,8,14,W 1,,2:13,,MIA,2021
23,"Sun, Feb 7, 2021",1:00p,,Box Score,@,New York Knicks,W,,109,103,9,14,W 2,,2:13,,MIA,2021
24,"Tue, Feb 9, 2021",7:30p,,Box Score,,New York Knicks,W,,98,96,10,14,W 3,,2:24,,MIA,2021
25,"Thu, Feb 11, 2021",7:30p,,Box Score,@,Houston Rockets,W,,101,94,11,14,W 4,3251,2:16,,MIA,2021
