Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,21,61,18,64,-10.24,0.13,-10.12,109.3,119.8,97.3,0.212,0.391,0.529,12.6,21.1,0.167,0.572,12.3,74.5,0.188,Spectrum Center,674400,CHO,2024
Lg Rank,27,3,30,30,30.0,9.0,30.0,28.0,29.0,19.0,30.0,15.0,26.0,22.0,27.0,30.0,29.0,12.0,24.0,12.0,,30,CHO,2024
