Rk,Unnamed: 1,Salary,Team,Season
1,Jimmy Butler,"$34,379,100",MIA,2021
2,Victor Oladipo,"$21,000,000",MIA,2021
3,Goran DragiÄ,"$18,000,000",MIA,2021
4,Andre Iguodala,"$15,000,000",MIA,2021
5,Trevor Ariza,"$12,800,000",MIA,2021
6,Nemanja Bjelica,"$7,150,000",MIA,2021
7,Ryan Anderson,"$5,214,583",MIA,2021
8,Bam Adebayo,"$5,115,492",MIA,2021
9,Tyler Herro,"$3,822,240",MIA,2021
10,Precious Achiuwa,"$2,582,160",MIA,2021
11,Duncan Robinson,"$1,663,861",MIA,2021
12,Kendrick Nunn,"$1,663,861",MIA,2021
13,Udonis Haslem,"$1,620,564",MIA,2021
14,KZ Okpala,"$1,517,981",MIA,2021
15,Dewayne Dedmon,"$432,890",MIA,2021
16,A.J. Hammons,"$350,087",MIA,2021
17,Omer Yurtseven,"$18,458",MIA,2021
18,Max Strus,$0,MIA,2021
19,Gabe Vincent,$0,MIA,2021
