Rk,Unnamed: 1,Salary,Team,Season
1,Devin Booker,"$53,142,264",PHO,2026
2,Jalen Green,"$33,584,499",PHO,2026
3,Dillon Brooks,"$21,124,110",PHO,2026
4,Bradley Beal,"$19,383,010",PHO,2026
5,Grayson Allen,"$16,875,000",PHO,2026
6,Royce O'Neale,"$10,125,000",PHO,2026
7,Mark Williams,"$6,276,531",PHO,2026
8,Khaman Maluach,"$6,016,080",PHO,2026
9,Nassir Little,"$3,107,143",PHO,2026
10,Ryan Dunn,"$2,657,760",PHO,2026
11,Jordan Goodwin,"$2,349,578",PHO,2026
12,Collin Gillespie,"$2,296,274",PHO,2026
13,Cole Anthony,"$2,296,274",PHO,2026
14,Amir Coffey,"$2,296,274",PHO,2026
15,Oso Ighodaro,"$1,955,377",PHO,2026
16,Rasheer Fleming,"$1,272,870",PHO,2026
17,Haywood Highsmith,"$827,984",PHO,2026
18,E.J. Liddell,"$706,898",PHO,2026
