Rk,Unnamed: 1,Salary,Team,Season
1,Michael Porter Jr.,"$38,333,050",BRK,2026
2,Nic Claxton,"$25,352,272",BRK,2026
3,Terance Mann,"$15,500,000",BRK,2026
4,Egor DÑmin,"$6,889,200",BRK,2026
5,Ochai Agbaji,"$6,383,525",BRK,2026
6,Ziaire Williams,"$6,250,000",BRK,2026
7,Day'Ron Sharpe,"$6,250,000",BRK,2026
8,Cam Thomas,"$5,993,172",BRK,2026
9,Haywood Highsmith,"$5,616,000",BRK,2026
10,Kobe Bufkin,"$4,503,720",BRK,2026
11,Nolan TraorÃ©,"$3,811,560",BRK,2026
12,Noah Clowney,"$3,398,640",BRK,2026
13,Drake Powell,"$3,372,240",BRK,2026
14,Dariq Whitehead,"$3,262,560",BRK,2026
15,Ben Saraf,"$2,884,560",BRK,2026
16,Danny Wolf,"$2,801,280",BRK,2026
17,Josh Minott,"$2,378,870",BRK,2026
18,Keon Johnson,"$2,349,578",BRK,2026
19,Jalen Wilson,"$2,221,677",BRK,2026
20,Hunter Tyson,"$2,221,677",BRK,2026
21,Tyrese Martin,"$2,191,897",BRK,2026
22,Drew Timme,"$1,955,377",BRK,2026
23,Tre Scott,"$117,730",BRK,2026
24,David Muoka,"$85,300",BRK,2026
25,Dre Davis,"$85,300",BRK,2026
26,Yuri Collins,"$85,300",BRK,2026
27,Grant Nelson,"$73,153",BRK,2026
28,Malachi Smith,"$73,153",BRK,2026
29,Tre Scott,"$45,000",BRK,2026
30,Malachi Smith,"$42,650",BRK,2026
31,Terry Roberts,"$25,000",BRK,2026
32,Tre Scott,"$11,773",BRK,2026
