Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,39,43,37,45,-1.44,-0.33,-1.77,114.9,116.3,96.3,0.236,0.358,0.534,11.0,25.1,0.187,0.556,12.7,76.4,0.195,United Center,845620,CHI,2024
Lg Rank,20,11,20,20,20.0,25.0,20.0,19.0,21.0,28.0,19.0,29.0,22.0,3.0,9.0,17.0,23.0,9.0,10.0,17.0,,1,CHI,2024
