Rk,Unnamed: 1,Salary,Team,Season
1,Shai Gilgeous-Alexander,"$35,859,950",OKC,2025
2,Isaiah Hartenstein,"$30,000,000",OKC,2025
3,Luguentz Dort,"$16,500,000",OKC,2025
4,Isaiah Joe,"$12,991,650",OKC,2025
5,Chet Holmgren,"$10,880,640",OKC,2025
6,Aaron Wiggins,"$10,514,017",OKC,2025
7,Alex Caruso,"$9,890,000",OKC,2025
8,Kenrich Williams,"$6,669,000",OKC,2025
9,Cason Wallace,"$5,555,880",OKC,2025
10,Ousmane Dieng,"$5,027,040",OKC,2025
11,Nikola TopiÄ,"$4,935,960",OKC,2025
12,Jalen Williams,"$4,775,760",OKC,2025
13,Ajay Mitchell,"$3,000,000",OKC,2025
14,Dillon Jones,"$2,622,360",OKC,2025
15,Daniel Theis,"$2,087,519",OKC,2025
16,Jaylin Williams,"$2,019,699",OKC,2025
17,Kevin Porter,"$1,000,000",OKC,2025
18,Branden Carlson,"$365,767",OKC,2025
19,Malevy Leons,"$126,356",OKC,2025
20,Branden Carlson,"$65,376",OKC,2025
21,Branden Carlson,"$65,376",OKC,2025
22,Ajay Mitchell,,OKC,2025
23,Alex Ducas,,OKC,2025
24,Adam Flagler,,OKC,2025
25,Branden Carlson,,OKC,2025
