Rk,Unnamed: 1,Salary,Team,Season
1,Kyle Lowry,"$29,682,540",CHO,2024
2,DÄvis BertÄns,"$17,000,000",CHO,2024
3,Grant Williams,"$12,405,000",CHO,2024
4,LaMelo Ball,"$10,900,635",CHO,2024
5,Brandon Miller,"$10,880,400",CHO,2024
6,Miles Bridges,"$7,921,300",CHO,2024
7,Vasilije MiciÄ,"$7,723,000",CHO,2024
8,Cody Martin,"$7,560,000",CHO,2024
9,Nick Richards,"$5,000,000",CHO,2024
10,James Bouknight,"$4,570,080",CHO,2024
11,Seth Curry,"$4,000,000",CHO,2024
12,Mark Williams,"$3,908,160",CHO,2024
13,Tre Mann,"$3,191,400",CHO,2024
14,Kai Jones,"$3,047,880",CHO,2024
15,Nick Smith,"$2,463,960",CHO,2024
16,Frank Ntilikina,"$2,019,706",CHO,2024
17,Ish Smith,"$2,019,706",CHO,2024
18,JT Thor,"$1,836,096",CHO,2024
19,Bryce McGowens,"$1,719,864",CHO,2024
20,Aleksej Pokusevski,"$565,176",CHO,2024
21,Marques Bolden,"$116,075",CHO,2024
22,Amari Bailey,,CHO,2024
23,Leaky Black,,CHO,2024
24,Nathan Mensah,,CHO,2024
25,Marques Bolden,,CHO,2024
