No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College,Team,Season
2,Lonzo Ball,PG,6-5,190,"October 27, 1997",us US,4,UCLA,CHI,2022
20,Jordan Bell,C,6-8,216,"January 7, 1995",us US,4,Oregon,CHI,2022
13,Tony Bradley,C,6-10,248,"January 8, 1998",us US,4,UNC,CHI,2022
7,Troy Brown Jr.,SF,6-7,215,"July 28, 1999",us US,3,Oregon,CHI,2022
6,Alex Caruso,SG,6-5,186,"February 28, 1994",us US,4,Texas A&M,CHI,2022
25,Tyler Cook,PF,6-8,255,"September 23, 1997",us US,2,Iowa,CHI,2022
11,DeMar DeRozan,PF,6-6,220,"August 7, 1989",us US,12,USC,CHI,2022
12,Ayo Dosunmu,SG,6-4,200,"January 17, 2000",us US,R,Illinois,CHI,2022
3,Devon Dotson,PG,6-1,185,"August 2, 1999",us US,1,Kansas,CHI,2022
24,Javonte Green,SF,6-5,205,"July 23, 1993",us US,2,Radford,CHI,2022
14,Malcolm Hill,SF,6-6,220,"October 26, 1995",us US,R,Illinois,CHI,2022
22,Alize Johnson,PF,6-9,212,"April 22, 1996",us US,3,"Frank Phillips College, Missouri State",CHI,2022
5,Derrick Jones Jr.,PF,6-6,210,"February 15, 1997",us US,5,UNLV,CHI,2022
8,Zach LaVine,SG,6-5,200,"March 10, 1995",us US,7,UCLA,CHI,2022
0,Mac McClung,PG,6-2,185,"January 6, 1999",us US,R,"Georgetown, Texas Tech",CHI,2022
28,Alfonzo McKinnie,SF,6-7,215,"September 17, 1992",us US,4,Green Bay,CHI,2022
19,Marko Simonovic,C,7-0,220,"October 15, 1999",me ME,R,,CHI,2022
21,Matt Thomas,SG,6-3,190,"August 4, 1994",us US,2,Iowa State,CHI,2022
3,Tristan Thompson,C,6-9,254,"March 13, 1991",ca CA,10,Texas,CHI,2022
9,Nikola VuÄeviÄ,C,6-9,260,"October 24, 1990",ch CH,10,USC,CHI,2022
0,Coby White,PG,6-4,195,"February 16, 2000",us US,2,UNC,CHI,2022
44,Patrick Williams,PF,6-6,215,"August 26, 2001",us US,1,Florida State,CHI,2022
