No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College,Team,Season
5,Will Barton,SG,6-5,181,"January 6, 1991",us US,9,Memphis,DEN,2022
10,Bol Bol,PF,7-3,220,"November 16, 1999",sd SD,2,Oregon,DEN,2022
7,Facundo Campazzo,PG,5-10,195,"March 23, 1991",ar AR,1,,DEN,2022
31,Vlatko ÄanÄar,PF,6-8,236,"April 10, 1997",si SI,2,,DEN,2022
21,Petr Cornelie,PF,6-11,220,"July 26, 1995",fr FR,R,,DEN,2022
4,DeMarcus Cousins,C,6-10,270,"August 13, 1990",us US,10,Kentucky,DEN,2022
35,PJ Dozier,SG,6-6,212,"October 25, 1996",us US,4,South Carolina,DEN,2022
10,James Ennis III,SF,6-6,215,"July 1, 1990",us US,7,Cal State Long Beach,DEN,2022
6,Bryn Forbes,SG,6-2,205,"July 23, 1993",us US,5,Michigan State,DEN,2022
50,Aaron Gordon,PF,6-8,235,"September 16, 1995",us US,7,Arizona,DEN,2022
0,JaMychal Green,PF,6-9,227,"June 21, 1990",us US,7,Alabama,DEN,2022
32,Jeff Green,PF,6-8,235,"August 28, 1986",us US,13,Georgetown,DEN,2022
0,Markus Howard,SG,5-10,175,"March 3, 1999",us US,1,Marquette,DEN,2022
3,Bones Hyland,SG,6-2,169,"September 14, 2000",us US,R,VCU,DEN,2022
15,Nikola JokiÄ,C,6-11,284,"February 19, 1995",rs RS,6,,DEN,2022
23,Carlik Jones,PG,6-0,174,"December 23, 1997",us US,R,"Radford, Louisville",DEN,2022
11,Monte Morris,PG,6-2,183,"June 27, 1995",us US,4,Iowa State,DEN,2022
22,Zeke Nnaji,PF,6-10,240,"January 9, 2001",us US,1,Arizona,DEN,2022
1,Michael Porter Jr.,SF,6-10,218,"June 29, 1998",us US,2,Missouri,DEN,2022
9,Davon Reed,SG,6-5,206,"June 11, 1995",us US,2,Miami (FL),DEN,2022
25,Austin Rivers,SG,6-4,200,"August 1, 1992",us US,9,Duke,DEN,2022
6,Rayjon Tucker,SG,6-3,209,"September 24, 1997",us US,2,"Florida Gulf Coast, Little Rock",DEN,2022
