No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College,Team,Season
20,A.J. Green,SG,6-4,190,"September 27, 1999",us US,3,University of Northern Iowa,MIL,2026
13,Ryan Rollins,PG,6-3,180,"July 3, 2002",us US,3,Toledo,MIL,2026
3,Myles Turner,C,6-11,250,"March 24, 1996",us US,10,Texas,MIL,2026
18,Kyle Kuzma,PF,6-8,221,"July 24, 1995",us US,8,Utah,MIL,2026
9,Bobby Portis,PF,6-9,250,"February 10, 1995",us US,10,Arkansas,MIL,2026
0,Jericho Sims,C,6-10,250,"October 20, 1998",us US,4,Texas,MIL,2026
5,Gary Trent Jr.,SG,6-5,204,"January 18, 1999",us US,7,Duke,MIL,2026
11,Gary Harris,SG,6-4,210,"September 14, 1994",us US,11,Michigan State,MIL,2026
44,Andre Jackson Jr.,SG,6-6,209,"November 13, 2001",us US,2,UConn,MIL,2026
35,Pete Nance,PF,6-9,225,"February 19, 2000",us US,2,"Northwestern, UNC",MIL,2026
7,Kevin Porter Jr.,PG,6-5,203,"May 4, 2000",us US,5,USC,MIL,2026
34,Giannis Antetokounmpo,PF,6-11,243,"December 6, 1994",gr GR,12,,MIL,2026
43,Thanasis Antetokounmpo,SF,6-7,219,"July 18, 1992",gr GR,6,,MIL,2026
21,Ousmane Dieng,C,6-9,185,"May 21, 2003",fr FR,3,,MIL,2026
12,Taurean Prince,SF,6-6,218,"March 22, 1994",us US,9,Baylor,MIL,2026
30,Cormac Ryan (TW),SG,6-5,195,"October 26, 1998",us US,R,"Stanford, Notre Dame, UNC",MIL,2026
29,Alex Antetokounmpo (TW),SF,6-8,214,"August 27, 2001",gr GR,R,,MIL,2026
