No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College,Team,Season
44,DÄvis BertÄns,PF,6-10,225,"November 12, 1992",lv LV,6,,DAL,2023
25,Reggie Bullock,SF,6-6,205,"March 16, 1991",us US,9,UNC,DAL,2023
2,Facundo Campazzo,PG,5-10,195,"March 23, 1991",ar AR,2,,DAL,2023
26,Spencer Dinwiddie,SG,6-5,215,"April 6, 1993",us US,8,Colorado,DAL,2023
77,Luka DonÄiÄ,PG,6-8,230,"February 28, 1999",si SI,4,,DAL,2023
5,Tyler Dorsey,SF,6-4,180,"February 18, 1996",us US,2,Oregon,DAL,2023
10,Dorian Finney-Smith,PF,6-7,220,"May 4, 1993",us US,6,Florida,DAL,2023
8,Josh Green,SG,6-6,200,"November 16, 2000",au AU,2,Arizona,DAL,2023
11,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us US,9,Michigan,DAL,2023
3,Jaden Hardy,SG,6-3,198,"July 5, 2002",us US,R,,DAL,2023
0,Justin Holiday,SF,6-6,180,"April 5, 1989",us US,9,Washington,DAL,2023
2,Kyrie Irving,SG,6-2,195,"March 23, 1992",au AU,11,Duke,DAL,2023
42,Maxi Kleber,PF,6-10,240,"January 29, 1992",de DE,5,,DAL,2023
9,A.J. Lawson,SG,6-6,179,"July 15, 2000",ca CA,R,South Carolina,DAL,2023
0,JaVale McGee,C,7-0,270,"January 19, 1988",us US,14,Nevada,DAL,2023
13,Markieff Morris,PF,6-9,245,"September 2, 1989",us US,11,Kansas,DAL,2023
21,Frank Ntilikina,SG,6-4,200,"July 28, 1998",be BE,5,,DAL,2023
1,Theo Pinson,SG,6-5,212,"November 5, 1995",us US,4,UNC,DAL,2023
7,Dwight Powell,C,6-10,240,"July 20, 1991",ca CA,8,Stanford,DAL,2023
30,Chris Silva,PF,6-8,234,"September 19, 1996",ga GA,3,South Carolina,DAL,2023
34,Kemba Walker,PG,6-0,184,"May 8, 1990",us US,11,UConn,DAL,2023
35,Christian Wood,C,6-8,214,"September 27, 1995",us US,6,UNLV,DAL,2023
23,McKinley Wright IV,PG,5-11,192,"October 25, 1998",us US,1,Colorado,DAL,2023
