Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,51,31,49,33,3.28,0.13,3.41,118.8,115.4,97.2,0.256,0.383,0.561,12.0,24.4,0.211,0.541,11.7,74.8,0.183,Crypto.com Arena,776782,LAC,2024
Lg Rank,5,26,7,7,7.0,8.0,7.0,4.0,17.0,20.0,10.0,19.0,9.0,16.0,16.0,5.0,11.0,20.0,23.0,9.0,,11,LAC,2024
