G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,Team,Season
1,"Tue, Oct 18, 2022",7:30p,,Box Score,,Philadelphia 76ers,W,,126,117,1,0,W 1,19156,2:31,,BOS,2023
2,"Fri, Oct 21, 2022",7:30p,,Box Score,@,Miami Heat,W,,111,104,2,0,W 2,19600,2:10,,BOS,2023
3,"Sat, Oct 22, 2022",7:00p,,Box Score,@,Orlando Magic,W,,126,120,3,0,W 3,19299,2:24,,BOS,2023
4,"Mon, Oct 24, 2022",8:00p,,Box Score,@,Chicago Bulls,L,,102,120,3,1,L 1,17673,2:08,,BOS,2023
5,"Fri, Oct 28, 2022",7:30p,,Box Score,,Cleveland Cavaliers,L,OT,123,132,3,2,L 2,19156,2:42,,BOS,2023
6,"Sun, Oct 30, 2022",6:00p,,Box Score,,Washington Wizards,W,,112,94,4,2,W 1,19156,2:00,,BOS,2023
7,"Wed, Nov 2, 2022",7:30p,,Box Score,@,Cleveland Cavaliers,L,OT,113,114,4,3,L 1,19432,2:35,,BOS,2023
8,"Fri, Nov 4, 2022",7:30p,,Box Score,,Chicago Bulls,W,,123,119,5,3,W 1,19156,2:31,,BOS,2023
9,"Sat, Nov 5, 2022",7:30p,,Box Score,@,New York Knicks,W,,133,118,6,3,W 2,19812,2:04,,BOS,2023
10,"Mon, Nov 7, 2022",9:00p,,Box Score,@,Memphis Grizzlies,W,,109,106,7,3,W 3,17371,2:08,,BOS,2023
11,"Wed, Nov 9, 2022",7:30p,,Box Score,,Detroit Pistons,W,,128,112,8,3,W 4,19156,2:12,,BOS,2023
12,"Fri, Nov 11, 2022",7:00p,,Box Score,,Denver Nuggets,W,,131,112,9,3,W 5,19156,2:11,,BOS,2023
13,"Sat, Nov 12, 2022",7:00p,,Box Score,@,Detroit Pistons,W,,117,108,10,3,W 6,20190,2:10,,BOS,2023
14,"Mon, Nov 14, 2022",7:30p,,Box Score,,Oklahoma City Thunder,W,,126,122,11,3,W 7,19156,2:15,,BOS,2023
15,"Wed, Nov 16, 2022",7:30p,,Box Score,@,Atlanta Hawks,W,,126,101,12,3,W 8,18165,2:03,,BOS,2023
16,"Fri, Nov 18, 2022",8:30p,,Box Score,@,New Orleans Pelicans,W,,117,109,13,3,W 9,17828,2:01,,BOS,2023
17,"Mon, Nov 21, 2022",8:00p,,Box Score,@,Chicago Bulls,L,,107,121,13,4,L 1,20786,2:05,,BOS,2023
18,"Wed, Nov 23, 2022",7:30p,,Box Score,,Dallas Mavericks,W,,125,112,14,4,W 1,19156,2:10,,BOS,2023
19,"Fri, Nov 25, 2022",8:00p,,Box Score,,Sacramento Kings,W,,122,104,15,4,W 2,19156,2:09,,BOS,2023
