Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,42,40,46,36,1.89,-0.26,1.63,114.4,112.5,99.1,0.279,0.344,0.543,12.9,24.7,0.221,0.543,13.4,77.4,0.212,Smoothie King Center,687691,NOP,2023
Lg Rank,15,15,10,10,10.0,27.0,11.0,21.0,6.0,14.0,10.0,28.0,17.0,20.0,12.0,9.0,16.0,6.0,6.0,19.0,,26,NOP,2023
