Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,64,18,65,17,11.15,-0.11,11.04,118.9,107.7,99.3,0.261,0.426,0.561,11.2,22.3,0.213,0.519,14.6,74.4,0.184,Paycom Center,764842,OKC,2026
Lg Rank,1,30,1,1,1.0,21.0,1.0,7.0,1.0,16.0,17.0,13.0,4.0,2.0,28.0,13.0,2.0,2.0,11.0,3.0,,14,OKC,2026
