Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,46,36,48,34,2.63,-0.1,2.53,114.3,111.7,100.9,0.254,0.454,0.539,12.4,24.4,0.198,0.535,14.2,74.9,0.227,Target Center,657148,MIN,2022
Lg Rank,12,18,10,10,9.0,22.0,10.0,8.0,13.0,1.0,10.0,3.0,12.0,14.0,7.0,13.0,17.0,2.0,27.0,30.0,,20,MIN,2022
